,M,SNR,Phase_shift,QAM_symbols
10708,1024,28,12,"[-0.24185821-0.60924391j  0.66163423-0.39291541j  0.52195151+0.23721613j
 ... -0.11774828-0.0274003j   0.01961453-0.6418104j
  0.23006918-0.5138437j ]"
10709,1024,28,12,"[-0.09502453+0.27266303j  0.51654523+0.24266212j -0.24055391+0.30508868j
 ...  0.22619753+0.04997969j -0.48734593-0.28910346j
 -0.62814278-0.11457175j]"
10710,1024,28,12,"[-0.25854593+0.10134802j -0.00837757-0.06276968j -0.66177509-0.09756511j
 ...  0.19980831+0.43424483j  0.5062629 -0.2796766j
  0.14931939+0.3046022j ]"
10711,1024,28,15,"[ 0.23594468-0.23316719j -0.04197619+0.04289796j -0.73318928+0.06678504j
 ... -0.47975279+0.2920106j  -0.57153045+0.04710884j
  0.00403227-0.44432107j]"
10712,1024,28,15,"[-0.24871134-0.1541379j  -0.04196127+0.45223324j  0.52051417+0.51562809j
 ...  0.35059241-0.37230399j  0.33448054-0.14689089j
 -0.47504578-0.23792161j]"
10713,1024,28,15,"[ 0.08996117+0.26732246j  0.19896231+0.1470682j   0.47365166+0.88071227j
 ... -0.38083659-0.04021858j -0.45739468-0.51965864j
 -0.39707257-0.72179918j]"
10714,1024,28,18,"[ 0.54236253-0.09875181j -0.08976057-0.35978509j  0.20135366-0.17733854j
 ...  0.59441671-0.25149331j -0.42064441-0.66349177j
  0.5119679 -0.2804964j ]"
10715,1024,28,18,"[-0.652105  +0.18351338j -0.32200946-0.00739454j  0.39794488-0.00546058j
 ...  0.14453965+0.66700373j  0.50051973+0.49313367j
 -0.73446105+0.44959164j]"
10716,1024,28,18,"[-0.40823748+0.59619665j -0.32162249-0.113748j   -0.55913303-0.53356789j
 ...  0.11453578-0.63540366j -0.29055455-0.81572332j
 -0.71067627+0.04822331j]"
10717,1024,28,21,"[ 0.6084825 +0.06725253j -0.22165401-0.21400585j -0.33643985-0.32992469j
 ...  0.31884901-0.0495145j   0.34593108+0.43680029j
  0.42463761+0.65492811j]"
10718,1024,28,21,"[-0.36589378-0.34504834j -0.58022669-0.00817489j  0.70892531+0.07202852j
 ... -0.31093271-0.8449495j   0.51727246-0.30333063j
  0.12192112-0.10857964j]"
10719,1024,28,21,"[-0.5780567 -0.33420973j -0.42122377+0.49247925j -0.16567251+0.70960683j
 ...  0.38480628+0.317966j   -0.16407012+0.34468301j
  0.07732104-0.21955989j]"
10720,1024,28,24,"[-0.35641619+0.2109478j  -0.20017611+0.52204676j -0.31655044-0.12689929j
 ...  0.47402333-0.41091743j  0.00103163+0.69937034j
  0.28967882+0.48790015j]"
10721,1024,28,24,"[-0.43905276-0.72167743j  0.38577399+0.18930797j  0.71683126-0.08756986j
 ... -0.4454542 -0.68731778j  0.22355682-0.04171755j
 -0.27345911+0.48682481j]"
10722,1024,28,24,"[-0.41466936-0.39616554j  0.22969571-0.07421897j  0.0984473 -0.00084614j
 ...  0.75649514-0.28566141j  0.69591544-0.39242504j
 -0.03583928-0.40008291j]"
10723,1024,28,27,"[-0.48677515-0.29580937j -0.56890325-0.12732524j -0.33396936-0.398094j
 ...  0.41753481-0.44711752j -0.71872449+0.3118378j
  0.43292997-0.31654829j]"
10724,1024,28,27,"[ 0.34408337+0.66213604j -0.56117237+0.33308394j  0.40181356-0.30875757j
 ... -0.18649778-0.21680219j  0.30864742+0.7128628j
  0.07189644-0.34966423j]"
10725,1024,28,27,"[ 0.72647918-0.24627813j  0.43400488-0.3279434j   0.23331677-0.11473665j
 ...  0.56047405+0.24684418j -0.3558606 -0.12360793j
  0.09264223-0.35750884j]"
10726,1024,28,30,"[-0.47281576+0.18918174j  0.5131065 -0.12216615j  0.4547716 +0.03612462j
 ...  0.63009423+0.22399719j -0.47789524-0.02923283j
 -0.13465764-0.2300049j ]"
10727,1024,28,30,"[-0.60136229+0.16165736j  0.78513059-0.26627411j  0.20581866+0.68397039j
 ...  0.64015781-0.15017408j -0.06794482+0.2555554j
  0.26251421+0.69884534j]"
10728,1024,28,30,"[ 0.51218816-0.08551536j -0.00152515-0.05453951j  0.3681908 +0.49991599j
 ... -0.016433  -0.1943843j   0.17647384-0.04192129j
 -0.40835777-0.07841778j]"
10729,1024,28,33,"[ 0.58400938-0.20842353j  0.4315588 +0.43908412j  0.12061681+0.29258142j
 ... -0.39380761+0.06811282j -0.3764777 -0.10758486j
 -0.07391057+0.49018079j]"
10730,1024,28,33,"[ 0.26346455-0.35668864j -0.01581177-0.65306j    -0.58471028+0.39142081j
 ... -0.51177479+0.11109151j -0.58074949+0.20273321j
  0.33309479+0.51686308j]"
10731,1024,28,33,"[ 0.17592802-0.21318424j  0.03190358-0.58835207j -0.36256447-0.72829936j
 ... -0.24211989+0.17403993j -0.08503011+0.43736483j
  0.60663184-0.3213647j ]"
10732,1024,28,36,"[-0.33657345-0.06932066j -0.27760695+0.25565415j  0.66025825-0.2664874j
 ... -0.58418235-0.15649184j -0.06235596-0.55646024j
 -0.68902561+0.17578916j]"
10733,1024,28,36,"[ 0.11340727+0.90423093j -0.05889375-0.38195648j  0.22117417+0.38166918j
 ... -0.05825496-0.45696868j  0.92258461-0.05794604j
 -0.17309163-0.34746915j]"
10734,1024,28,36,"[-0.43423219+0.08449636j -0.6066472 -0.13237053j  0.43803001+0.47093319j
 ... -0.71476012-0.1198235j   0.52160184-0.40074733j
 -0.33386245-0.64131794j]"
10735,1024,28,39,"[ 0.01198266+0.13855854j  0.70258114+0.06240287j -0.64574355+0.26345643j
 ...  0.45981069+0.39616317j -0.00278449+0.63661038j
 -0.11512715-0.52983079j]"
10736,1024,28,39,"[-0.69880181-0.13569546j  0.55890086+0.05468171j -0.54045351+0.26645747j
 ...  0.34916859-0.10532291j  0.23566241+0.0691513j
 -0.36007473+0.35034915j]"
10737,1024,28,39,"[-0.06624004+0.56258722j  0.28572068-0.60950177j -0.12830112+0.36326772j
 ... -0.82909514+0.18504623j  0.5293607 -0.14908444j
 -0.05582754+0.66044821j]"
10738,1024,28,42,"[-0.91551593-0.00441798j -0.2101955 -0.74512293j -0.20693382+0.23735518j
 ...  0.2538469 +0.5621404j  -0.71156959+0.12763686j
 -0.0268915 -0.90001094j]"
10739,1024,28,42,"[-0.3553085 -0.63899642j -0.13302836+0.34381497j -0.27472792-0.54190953j
 ... -0.78460277-0.09377193j -0.02203395+0.43705493j
 -0.56970638+0.27711638j]"
10740,1024,28,42,"[ 0.46033034+0.21702207j  0.13846471+0.55113947j  0.18201827+0.80808615j
 ...  0.09075057+0.0323548j  -0.08566024+0.79332208j
 -0.37523374-0.33057761j]"
10741,1024,28,45,"[0.31394449+0.50048293j 0.17655109+0.80979941j 0.26592635+0.21386j    ...
 0.47703727+0.13700771j 0.30686201+0.35684514j 0.48658262-0.18091863j]"
10742,1024,28,45,"[ 0.34317842+0.07000911j  0.59594107-0.36838405j  0.46493399+0.1419966j
 ...  0.23616428-0.08979656j -0.18554992+0.22294985j
  0.93295051+0.07386104j]"
10743,1024,28,45,"[ 0.31608997+0.41010161j  0.1134875 -0.53451893j  0.17842439+0.06159252j
 ... -0.09192837-0.59786727j  0.10685759-0.30767604j
 -0.30041404-0.17696017j]"
10744,1024,28,48,"[-0.16485214+0.65387131j  0.06792078+0.75258169j -0.68641326-0.11694862j
 ... -0.36086573+0.61883523j -0.74867323-0.12612734j
  0.30735888-0.39311771j]"
10745,1024,28,48,"[-0.09354388-0.1079777j  -0.00837322-0.69463394j -0.76375416+0.06444107j
 ...  0.30050335+0.65199098j  0.44377647-0.49940624j
 -0.35018712+0.41741207j]"
10746,1024,28,48,"[ 0.39393538-0.62408248j  0.80710032-0.02742717j  0.22370962-0.2595975j
 ... -0.04126568-0.65888868j -0.29867813+0.43868282j
  0.17080442-0.20087072j]"
10747,1024,28,51,"[ 0.2946475 -0.19396838j -0.86348254+0.04191802j -0.34815149-0.18293199j
 ... -0.03591825-0.3017037j   0.87923699-0.00969628j
  0.39077817+0.21540748j]"
10748,1024,28,51,"[ 0.7631486 +0.16748907j -0.06636673-0.08201213j -0.3102559 +0.38408998j
 ...  0.11414694+0.51898571j -0.13430162-0.49063376j
  0.76764849+0.10698692j]"
10749,1024,28,51,"[ 0.10201439+0.42455128j  0.0703594 +0.70666287j  0.47471717-0.06781976j
 ... -0.04897878+0.09015624j -0.33712716-0.09103876j
  0.04812112-0.06774003j]"
10750,1024,28,54,"[-0.16627729+0.42755196j  0.47461513+0.10325291j  0.58484641-0.2979687j
 ... -0.47984337-0.17465836j  0.1471238 -0.62100095j
 -0.03466591-0.18284411j]"
10751,1024,28,54,"[ 0.17105206+0.56073688j  0.56921398+0.12665866j  0.35669266-0.52004498j
 ...  0.44501721+0.14007367j  0.33607759+0.08974907j
 -0.4170255 +0.04534114j]"
10752,1024,28,54,"[ 0.4362561 -0.58012922j  0.2258381 +0.06027777j -0.12901663+0.66572481j
 ... -0.17636555-0.41189727j  0.6695241 -0.03346299j
  0.07051318-0.4805463j ]"
10753,1024,28,57,"[-0.14294675+0.18057335j  0.5121372 -0.38452333j  0.27873493-0.63898106j
 ... -0.23936056+0.79348623j -0.59011176-0.14097551j
 -0.21477191+0.91465808j]"
10754,1024,28,57,"[-0.68787989-0.19941274j  0.44902764+0.51606762j  0.53294245-0.10099772j
 ...  0.52170256+0.09136903j  0.64886559+0.0133729j
 -0.04210113+0.09709942j]"
10755,1024,28,57,"[ 0.87597366+0.21738478j -0.02243092+0.51253979j -0.54277341-0.2813412j
 ... -0.54001232+0.22130746j  0.59699242+0.05063924j
  0.14534046-0.70146189j]"
10756,1024,28,60,"[ 0.15144988+0.36125629j  0.58703641-0.17993396j  0.13655533+0.00261699j
 ... -0.23930217-0.50695517j -0.07235217+0.69870305j
  0.20227833+0.04021178j]"
10757,1024,28,60,"[ 0.02676853-0.57972571j  0.51320502-0.41595605j  0.10029294-0.61688183j
 ...  0.00498498+0.63976919j -0.08852857-0.60760841j
 -0.32477671+0.56026986j]"
10758,1024,28,60,"[-0.45136571+0.03753928j  0.11313068+0.5433427j  -0.22625126-0.01330846j
 ... -0.36891576+0.59323237j  0.08287763-0.06270621j
 -0.21971936+0.03522815j]"
10759,1024,28,63,"[-0.21884773+0.69923709j  0.46945016-0.17205379j -0.22007628-0.39525925j
 ... -0.25917212+0.2954754j   0.68831865+0.37854021j
  0.40264711+0.51271052j]"
10760,1024,28,63,"[ 0.02665928-0.21916235j -0.036047  +0.2507092j  -0.62124684-0.19241077j
 ... -0.36862057+0.2179154j   0.41549067+0.03214732j
 -0.69118684+0.04034342j]"
10761,1024,28,63,"[ 0.03992826+0.19839406j  0.40903655-0.27666764j  0.18743073+0.6848755j
 ...  0.69006553+0.11312551j -0.45725739-0.54791672j
 -0.07395747+0.3373331j ]"
10762,1024,28,66,"[-0.66804451+0.07135595j  0.29296773-0.35803267j -0.39818864-0.09069079j
 ...  0.21101901-0.43197743j -0.29075488+0.77525961j
 -0.26148927+0.72224264j]"
10763,1024,28,66,"[ 0.37177758-0.06926098j  0.1334461 +0.30816671j -0.7032314 -0.26486127j
 ... -0.74526852+0.05365415j -0.54846407-0.30348414j
  0.46463438+0.14739548j]"
10764,1024,28,66,"[ 0.03998211-0.2894415j  -0.14171167-0.41156912j -0.31634264-0.4018429j
 ... -0.23870466+0.72580176j -0.18517845+0.63013754j
 -0.29405006+0.05669831j]"
10765,1024,28,69,"[ 0.16520671-0.63070605j  0.0567398 +0.37924379j -0.08645348-0.71254688j
 ...  0.2169795 -0.26740011j  0.51246305+0.15982461j
  0.39400323-0.78932343j]"
10766,1024,28,69,"[ 0.45618574+0.34540691j  0.22223488+0.02408615j  0.69888546-0.00503665j
 ... -0.59893342-0.51496819j  0.0192302 +0.04662253j
 -0.37773023+0.66783328j]"
10767,1024,28,69,"[-0.40022096-0.16563901j -0.05786752+0.40385767j  0.03315045+0.72255554j
 ...  0.18267472+0.12230409j  0.25430425-0.03196455j
  0.07989702-0.64074736j]"
10768,1024,28,72,"[ 0.46269269+0.12795889j  0.26942533+0.56009886j  0.10028497+0.01670022j
 ...  0.19393217+0.47737068j -0.34409096+0.35279145j
 -0.43369458+0.03871411j]"
10769,1024,28,72,"[ 0.69655339+0.25986353j  0.46630282-0.40616587j -0.54841885-0.22849118j
 ...  0.21253715+0.55611774j -0.41579728+0.48834365j
  0.28581862+0.55411963j]"
10770,1024,28,72,"[-0.03650843-0.21071252j  0.69041919+0.18978631j  0.06767172-0.17176141j
 ...  0.21412967-0.758048j    0.46133002+0.10411216j
  0.38829766-0.19255454j]"
10771,1024,28,75,"[ 0.05790334+0.03905096j -0.37147079+0.23419444j  0.02960988-0.52715845j
 ...  0.2079579 +0.00884736j  0.14287464+0.51748949j
 -0.23043884+0.58948574j]"
10772,1024,28,75,"[-0.45775186+0.32260517j  0.53004747-0.17076613j -0.25018256+0.45844858j
 ...  0.44037548+0.03274667j -0.65525785-0.4719767j
 -0.38479854-0.13719135j]"
10773,1024,28,75,"[ 0.17608279-0.16908254j -0.24330967+0.01927951j -0.70595395-0.21949646j
 ... -0.13008983+0.15337929j -0.44483188+0.53468783j
 -0.12378965-0.66595212j]"
10774,1024,28,78,"[ 0.75224574+0.31047207j -0.41837819+0.50592554j  0.07299931-0.26812053j
 ...  0.30249191-0.3170312j   0.15533243+0.13281891j
 -0.33077074-0.3107359j ]"
10775,1024,28,78,"[-0.54431129-0.37129261j  0.5376282 +0.53607485j -0.27772425-0.66278519j
 ... -0.40366239+0.34825275j  0.71774862+0.49508878j
 -0.49603918-0.09476385j]"
10776,1024,28,78,"[-0.60037764-0.50697283j  0.1581179 -0.40992823j -0.06623954-0.44165395j
 ...  0.07379673+0.21586147j  0.33452439-0.57895739j
  0.47332444+0.35317372j]"
10777,1024,28,81,"[-0.29768035+0.12141442j  0.55049967-0.62516909j  0.14964988+0.24373953j
 ...  0.30505046+0.55904789j -0.76694071-0.52800857j
 -0.09684825+0.12992568j]"
10778,1024,28,81,"[ 0.05551417-0.45941909j -0.29705032+0.56716448j -0.35123715-0.18279486j
 ... -0.09404663+0.64986852j -0.44955521+0.56843538j
  0.71105425+0.31398613j]"
10779,1024,28,81,"[0.37393273+0.3552894j  0.2945637 -0.22056606j 0.38473908-0.24703771j ...
 0.44825103-0.14787605j 0.38755131+0.43786971j 0.40288039+0.04567153j]"
10780,1024,28,84,"[-0.64024974+0.17656789j  0.14900655-0.18941472j  0.30819721+0.00984627j
 ... -0.10425371-0.68377401j -0.72574713-0.61661365j
 -0.16930321+0.23011616j]"
10781,1024,28,84,"[ 0.04095593-0.10476108j -0.40356753+0.71519317j  0.40805458+0.30641454j
 ... -0.70572902+0.12117391j -0.66381983-0.58298551j
 -0.35159065-0.48706203j]"
10782,1024,28,84,"[-0.61040637-0.07593862j -0.25616059+0.49131299j  0.25793661+0.33444419j
 ... -0.16399897+0.66000109j  0.47125946-0.28961554j
 -0.61571967+0.17182164j]"
10783,1024,28,87,"[-0.37411983+0.35015952j -0.29286613-0.54869576j -0.05394494+0.24513984j
 ...  0.50034588+0.40147313j -0.55420921+0.01040753j
  0.55253282-0.06804555j]"
10784,1024,28,87,"[-0.33430946-0.52285227j  0.53153945-0.3840369j  -0.46825485+0.55149446j
 ...  0.130193  +0.32617487j -0.34851899+0.26742465j
  0.51824218+0.10772186j]"
10785,1024,28,87,"[-0.47460798+0.54590789j -0.67576707-0.30426616j -0.15473104-0.3272778j
 ...  0.1596872 +0.30756312j -0.16257104+0.06885273j
 -0.32301081+0.57342145j]"
10786,1024,28,90,"[-0.36566257-0.20844434j -0.54965387-0.06435286j  0.25416302-0.32595105j
 ...  0.66977421-0.28667599j -0.65276539-0.39000318j
 -0.36465316-0.45782327j]"
10787,1024,28,90,"[ 0.12569717-0.43416659j -0.30449131+0.16531227j  0.17030321+0.11678533j
 ...  0.63801254-0.68134182j  0.55281502+0.50742759j
  0.18106481+0.38309184j]"
10788,1024,28,90,"[ 0.41448059+0.55908907j -0.15266483-0.41959672j  0.57113951+0.1967169j
 ...  0.44114331-0.24821039j  0.6513825 +0.46777838j
 -0.46502984+0.34193755j]"
10789,1024,26,0,"[-0.50582718+0.49608618j  0.37429936+0.35636548j  0.46427989-0.00707491j
 ... -0.14462032-0.45052832j -0.52635002+0.18100927j
 -0.63602892-0.54729321j]"
10790,1024,26,0,"[-0.61551028+0.47433908j  0.25919696+0.00506169j -0.65866697-0.35544183j
 ...  0.10696739-0.58213706j  0.61443497-0.44682046j
  0.35966028+0.00999039j]"
10791,1024,26,0,"[-0.2981426 +0.13915787j  0.59519419-0.26378815j  0.58691651-0.29446084j
 ...  0.13908166+0.51324266j  0.71318719+0.33426098j
 -0.24509815+0.3628702j ]"
10792,1024,26,3,"[-0.31273292-0.02324859j -0.55565682-0.69161824j  0.28010195-0.68746841j
 ... -0.49588382-0.1406651j   0.11725778-0.68393407j
 -0.65925735-0.64677322j]"
10793,1024,26,3,"[-0.25965177-0.53228986j  0.72961961-0.68303235j -0.55068166+0.010514j
 ...  0.09565444+0.71579902j  0.45050447+0.18919363j
  0.23934649+0.44551131j]"
10794,1024,26,3,"[ 0.54184843-0.04648593j  0.47017546-0.66478318j  0.62549031+0.08762393j
 ... -0.46231815-0.55676678j  0.39248515+0.64127061j
  0.17733314-0.30765788j]"
10795,1024,26,6,"[ 0.37668648-0.21341734j  0.0150622 -0.07336771j  0.50198494+0.49160163j
 ... -0.58972812-0.42071738j  0.35705603+0.61526308j
 -0.30098152+0.57109503j]"
10796,1024,26,6,"[ 0.65471664-0.33780524j -0.18006032-0.45585792j  0.48290927-0.12819292j
 ...  0.52539434+0.10885811j -0.69761717+0.01644955j
  0.39754507+0.03371152j]"
10797,1024,26,6,"[ 0.56969744+0.40552769j -0.50823609+0.14911059j -0.21776931+0.50049045j
 ...  0.49636328+0.11615718j  0.63722154-0.62298893j
 -0.3497247 +0.56411153j]"
10798,1024,26,9,"[ 0.26439834+0.30104955j  0.69177993-0.17305142j  0.55686887+0.23830204j
 ... -0.07019505-0.64052117j -0.25699372+0.42577912j
 -0.51728208-0.37361416j]"
10799,1024,26,9,"[ 0.12518358-0.18387144j  0.28165914+0.52987881j -0.12836113+0.66038062j
 ...  0.02843865-0.51521281j -0.66197057+0.12956434j
  0.49594125-0.54502254j]"
10800,1024,26,9,"[-0.21702661+0.49386155j  0.12167635+0.1720142j  -0.10941542-0.70546653j
 ... -0.04114354+0.37051588j  0.2582976 -0.6397509j
 -0.12514372+0.61901171j]"
10801,1024,26,12,"[-0.02387948+0.34641773j -0.16771648+0.5539725j   0.58778752-0.07676376j
 ...  0.47990968-0.40338608j -0.37990438+0.49024306j
 -0.31757229+0.34128797j]"
10802,1024,26,12,"[-0.31140234+0.59379171j -0.37408938+0.27510511j -0.05316035+0.07484827j
 ... -0.0941672 +0.52027537j -0.48213312-0.41245256j
 -0.09548906-0.5376439j ]"
10803,1024,26,12,"[ 0.20225565-0.65086183j -0.38000098+0.14563537j -0.25749626-0.01674428j
 ...  0.10054666+0.20516926j  0.7407532 -0.52628989j
  0.76907565-0.32364455j]"
10804,1024,26,15,"[-0.55228551+0.29601095j  0.47058335+0.2892788j  -0.67004344-0.13535759j
 ...  0.04594725-0.70501944j  0.02688877-0.04043177j
  0.19487224+0.22596341j]"
10805,1024,26,15,"[-0.13535134+0.30623228j -0.43175441-0.61494655j  0.17376474+0.09685205j
 ... -0.28349451+0.16549502j -0.44746388-0.58859446j
  0.3192873 -0.45665582j]"
10806,1024,26,15,"[ 0.39049396+0.72225247j  0.07754561+0.06760674j -0.25050459+0.55725567j
 ... -0.06161243+0.01148385j -0.02690337-0.62090463j
  0.02551126+0.48244732j]"
10807,1024,26,18,"[-0.20551033-0.56546041j -0.02970867+0.20191748j -0.54378161-0.3791085j
 ... -0.18590374+0.01356425j  0.16837048+0.63725793j
 -0.62617033+0.36545662j]"
10808,1024,26,18,"[-0.81186848+0.27459557j  0.45767788+0.40367844j  0.36221633+0.80939798j
 ... -0.20538316+0.07453086j -0.4183828 -0.31487134j
  0.55585402+0.07717542j]"
10809,1024,26,18,"[ 0.53370051-0.36070789j -0.39669577-0.24679581j  0.55046631-0.14553631j
 ... -0.48015435-0.73637064j -0.17368426-0.30296068j
 -0.43431383+0.1622379j ]"
10810,1024,26,21,"[0.41887582-0.19635971j 0.04840751+0.14144641j 0.36098583-0.4899239j  ...
 0.07420028-0.6748064j  0.40992804+0.19288297j 0.57008177-0.20435425j]"
10811,1024,26,21,"[-0.02894739+0.13794705j -0.05638836-0.71355278j -0.36808284+0.25881835j
 ...  0.25307887+0.38992256j  0.27929049-0.26579685j
  0.0132886 -0.72661657j]"
10812,1024,26,21,"[-0.56915816+0.469517j   -0.28482675+0.16825397j -0.49413548-0.41277469j
 ...  0.26805836-0.35987982j  0.07946794-0.25288273j
 -0.30239423+0.41459086j]"
10813,1024,26,24,"[ 0.27622879+0.58218314j  0.50402064+0.10464984j -0.40663147-0.64606798j
 ...  0.10474155+0.36285413j  0.01997485+0.2656911j
 -0.42977109-0.36476707j]"
10814,1024,26,24,"[-0.42670812-0.17525791j  0.33912617-0.55252211j -0.01994898+0.0487576j
 ... -0.29236381-0.824651j   -0.03162373-0.61628305j
 -0.23252585-0.05671551j]"
10815,1024,26,24,"[-0.5494307 -0.46189939j  0.31490719+0.76950666j -0.22077822+0.64971178j
 ...  0.34787832-0.19439773j  0.29268301-0.17174876j
  0.43082827+0.72977369j]"
10816,1024,26,27,"[-0.663823  +0.134833j    0.26452925+0.31247647j -0.04595851-0.71714037j
 ...  0.05220399+0.45448285j  0.89849937-0.23390022j
  0.11419947+0.43143827j]"
10817,1024,26,27,"[-0.5019569 +0.29721728j  0.09529023+0.33251449j  0.31723791+0.39213518j
 ...  0.44717123+0.34310456j -0.71757161-0.06109606j
  0.04900148+0.35359882j]"
10818,1024,26,27,"[ 0.28928017-0.16613243j -0.16726202-0.26659586j -0.52693392+0.18014775j
 ...  0.64091022-0.02617743j  0.0704108 -0.54641241j
  0.08249033-0.20944843j]"
10819,1024,26,30,"[-0.08369758-0.45941773j  0.5797068 +0.12066654j  0.13738811-0.00292528j
 ... -0.38781224-0.27744568j  0.35426506-0.21458776j
  0.71029847-0.27464246j]"
10820,1024,26,30,"[ 0.04936946+0.36964092j  0.08891885-0.12397194j -0.10995346+0.68465251j
 ... -0.5772378 -0.16163176j -0.07458377-0.00424305j
  0.36108055+0.23535469j]"
10821,1024,26,30,"[ 0.80959613-0.22136736j  0.21762038+0.45332525j -0.72289333+0.2811879j
 ... -0.04849982-0.34966617j  0.35917602+0.39964581j
 -0.52490924-0.3039496j ]"
10822,1024,26,33,"[ 0.18432109-0.63972516j  0.66546081-0.427509j    0.41213687+0.07402621j
 ...  0.09721498+0.29938821j -0.47231186-0.57088387j
  0.17693825+0.47840624j]"
10823,1024,26,33,"[-0.52709294-0.52156304j  0.05865173-0.08492375j  0.30094116+0.02916796j
 ... -0.33317318+0.42126898j  0.58342927+0.32082284j
 -0.00385605+0.63490449j]"
10824,1024,26,33,"[ 0.24537085-0.11301465j  0.07401909+0.19811665j  0.02800006+0.45025844j
 ... -0.38691144+0.18192848j -0.10268318+0.30315743j
  0.26891795+0.68231841j]"
10825,1024,26,36,"[ 0.59849179-0.12760313j  0.36885275+0.15834929j -0.32889641+0.4184746j
 ...  0.08186113+0.42306522j  0.78732987-0.11775782j
  0.64383177+0.12925359j]"
10826,1024,26,36,"[-0.0227823 -0.72004945j -0.43242443-0.03289045j -0.7765793 +0.30749831j
 ...  0.64223572+0.04819641j -0.65199594+0.06349455j
  0.27622299+0.74380645j]"
10827,1024,26,36,"[ 0.43303792+0.51166474j  0.45793658+0.23684934j -0.23945299-0.4661522j
 ...  0.30592559-0.3766877j   0.09361648-0.67462404j
 -0.74941794+0.00128075j]"
10828,1024,26,39,"[ 0.20550271+0.34633441j  0.12530579-0.33298795j -0.40165715-0.26680533j
 ... -0.31538817+0.22084482j -0.65090572+0.33418369j
 -0.14209134-0.89654614j]"
10829,1024,26,39,"[-0.49976349+0.19601937j -0.67778964+0.17885975j  0.73006417-0.02880101j
 ...  0.20804222-0.07296819j  0.12480099+0.43525508j
  0.67188761+0.05156905j]"
10830,1024,26,39,"[ 0.33466201-0.55583438j -0.16332571-0.22215996j -0.32338042+0.52466573j
 ... -0.26798424+0.04912804j  0.32185306+0.65210857j
  0.15258828-0.3977073j ]"
10831,1024,26,42,"[-0.9495075 +0.05525378j -0.11559101+0.7667817j  -0.87423309+0.05736658j
 ... -0.20777784-0.28616597j -0.64301829+0.2179589j
 -0.18915135-0.03212222j]"
10832,1024,26,42,"[ 0.01460023-0.70367535j -0.45100965-0.25787695j  0.51994124+0.32813184j
 ...  0.05885504-0.29928516j  0.09499612-0.31387425j
  0.14942108-0.1869756j ]"
10833,1024,26,42,"[-0.76410623+0.26171888j -0.49101955-0.15755967j -0.49117773-0.07367654j
 ...  0.30331329-0.28851158j  0.40245265+0.28850819j
 -0.25775388-0.70522741j]"
10834,1024,26,45,"[-0.53786967-0.28408333j  0.31385995+0.14434192j  0.49664618-0.28809787j
 ... -0.22547663-0.66750692j -0.09569116-0.37460373j
  0.2544564 +0.42564175j]"
10835,1024,26,45,"[-0.02491118-0.34965893j -0.53948498-0.13832293j  0.67393303-0.14898535j
 ... -0.75008339-0.2002902j  -0.02430073+0.25385477j
  0.76487869+0.00790627j]"
10836,1024,26,45,"[ 0.14887795+0.81653943j -0.29737892-0.3810081j  -0.43033051+0.13167815j
 ... -0.63516727-0.14087062j  0.18987113+0.81365025j
  0.01049677-0.16186626j]"
10837,1024,26,48,"[-0.0610942 +0.79273134j -0.00558953+0.27720385j  0.83270043-0.12452717j
 ... -0.98040779-0.08840115j  0.88240796-0.06657755j
 -0.23100374+0.57863573j]"
10838,1024,26,48,"[-0.02695388+0.0727396j  -0.73477093+0.20341427j -0.35513885-0.30047104j
 ... -0.62467717+0.2293904j  -0.22327277-0.5522045j
 -0.43961289-0.21338248j]"
10839,1024,26,48,"[-0.16274636-0.50074739j -0.29673082+0.72287393j -0.03413841+0.89162151j
 ... -0.53268401-0.47731106j  0.02764666+0.71749145j
  0.65979244+0.13224587j]"
10840,1024,26,51,"[-0.08240384+0.67668136j -0.29060511+0.43876195j  0.13987549-0.46778229j
 ... -0.10599202+0.54800181j -0.28157129+0.74312388j
  0.2594521 +0.42003311j]"
10841,1024,26,51,"[ 0.3698907 +0.00050821j  0.14876753+0.20628665j  0.60338933+0.05551779j
 ...  0.80043483-0.17055848j -0.52478257-0.28301606j
 -0.55126561-0.12353484j]"
10842,1024,26,51,"[ 0.29270495+0.56973028j -0.58580966-0.30341972j -0.3296415 -0.45924182j
 ...  0.11738658+0.68501709j  0.73280412-0.16371644j
  0.60382895-0.16247907j]"
10843,1024,26,54,"[ 0.50604808-0.12197298j  0.68114559+0.18594732j  0.50843321-0.02622103j
 ... -0.90999967-0.00681891j  0.18918476+0.10438992j
 -0.08128913+0.20108366j]"
10844,1024,26,54,"[ 0.23222342+0.38453643j  0.14880163-0.25432283j -0.66285827+0.18201427j
 ... -0.10845157+0.74043679j  0.10492072+0.53788377j
 -0.00259815+0.6981367j ]"
10845,1024,26,54,"[ 0.36800412+0.13026365j -0.01839221+0.66699548j -0.52745511+0.3873702j
 ... -0.43694782+0.16342656j -0.67476742-0.14854932j
  0.55644105-0.12257582j]"
10846,1024,26,57,"[-0.8435002 -0.14860883j  0.64133109+0.06455254j  0.68239504+0.03504512j
 ...  0.32021223-0.08759916j -0.42347451-0.58328895j
  0.3879072 +0.4783194j ]"
10847,1024,26,57,"[-0.49286867+0.23392905j -0.34077927+0.36183455j  0.10576412+0.64431077j
 ... -0.5569193 -0.28515503j  0.17633889-0.19904898j
  0.613858  +0.43210405j]"
